UniqID,Lat,Lon,SiteName,LabCode,Age,Error,Material,Reference,LEVEL2,L2Desc,calcurve
101025,17.14964477,-62.58068057,Hichmans (GE-5),Beta-106770,1620,60,charcoal/charred material,Wilson 2006:196i197 ,16.3,Lesser Antilles,tropics
101026,17.14964477,-62.58068057,Hichmans (GE-5),Beta-106771,1720,60,charcoal/charred material,Wilson 2006:196i197 ,16.3,Lesser Antilles,tropics
101027,17.14964477,-62.58068057,Hichmans (GE-5),Beta-106772,1900,60,charcoal/charred material,Wilson 2006:196i197 ,16.3,Lesser Antilles,tropics
101028,17.14964477,-62.58068057,Hichmans (GE-5),Beta-106773,1540,50,charcoal/charred material,Wilson 2006:196i197 ,16.3,Lesser Antilles,tropics
101029,17.14964477,-62.58068057,Hichmans (GE-5),Beta-106774,1580,60,charcoal/charred material,Wilson 2006:196i197 ,16.3,Lesser Antilles,tropics
101030,17.14964477,-62.58068057,Hichmans (GE-5),Beta-46944b,1160,60,charcoal/charred material,Wilson 2006:196i197 ,16.3,Lesser Antilles,tropics
101033,17.14964477,-62.58068057,Indian Castle (GE-1),Beta-19327,670,60,charcoal/charred material,Wilson 1989:436 ,16.3,Lesser Antilles,tropics
101034,17.14964477,-62.58068057,Sulphur Ghaut (JOi2),Beta-47807,1070,70,charcoal/charred material,"Wilson 2006: 56, 196-197 ",16.3,Lesser Antilles,tropics
101035,17.14964477,-62.58068057,Sulphur Ghaut (JOi2),Beta-46940,1060,50,charcoal/charred material,"Wilson 2006: 56, 196-197 ",16.3,Lesser Antilles,tropics
101036,17.14964477,-62.58068057,Sulphur Ghaut (JOi2),Beta-46944a,940,60,charcoal/charred material,"Wilson 2006: 56, 196-197 ",16.3,Lesser Antilles,tropics
101037,17.14964477,-62.58068057,Sulphur Ghaut (JOi2),Beta-46942,880,60,charcoal/charred material,"Wilson 2006: 56, 196-197 ",16.3,Lesser Antilles,tropics
101039,17.14964477,-62.58068057,Sulphur Ghaut (JOi2),Beta-47806,940,80,sediment,"Wilson 2006: 56, 196-197 ",16.3,Lesser Antilles,tropics
101568,17.63050349,-63.23801317,Kelbey's Ridge,GrN-16032,595,30,charcoal/charred material,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101569,17.63050349,-63.23801317,Kelbey's Ridge,GrN-18737,597,18,charcoal/charred material,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101570,17.63050349,-63.23801317,Kelbey's Ridge,GrN-18738,625,25,charcoal/charred material,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101571,17.63050349,-63.23801317,Kelbey's Ridge,GrN-18736,172,17,charcoal/charred material,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101572,17.63050349,-63.23801317,Kelbey's Ridge,GrN-16033,1280,60,faunal material,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101573,17.63050349,-63.23801317,Kelbey's Ridge,OxA-2951,500,65,human bone/teeth,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101574,17.63050349,-63.23801317,Kelbey's Ridge,OxA-3617,900,60,human bone/teeth,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101575,17.63050349,-63.23801317,Kelbey's Ridge,OxA-3619,690,65,human bone/teeth,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101576,17.63050349,-63.23801317,Kelbey's Ridge,OxA-3843,795,60,human bone/teeth,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101577,17.63050349,-63.23801317,Kelbey's Ridge,OxA-3844,450,60,human bone/teeth,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101579,17.63050349,-63.23801317,Kelbey's Ridge,GrN-16775,610,30,charcoal/charred material,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101580,17.63050349,-63.23801317,Kelbey's Ridge,GrN-16777,630,30,charcoal/charred material,Hoogland and Hofman 1993,16.3,Lesser Antilles,tropics
101582,17.63050349,-63.23801317,Plum Piece,GrN-27562,3430,30,faunal material,Hofman and Hoogland 2003,16.3,Lesser Antilles,tropics
101583,17.63050349,-63.23801317,Plum Piece,GrN-27563,3300,30,faunal material,Hofman and Hoogland 2003,16.3,Lesser Antilles,tropics
101584,17.63050349,-63.23801317,Plum Piece,GrN-27564,3320,30,faunal material,Hofman and Hoogland 2003,16.3,Lesser Antilles,tropics
101585,17.63050349,-63.23801317,Spring Bay,GrN-16772,1205,30,charcoal/charred material,Hofman 1993:25,16.3,Lesser Antilles,tropics
101586,17.63050349,-63.23801317,Spring Bay,GrN-16774,645,30,charcoal/charred material,Hofman 1993:25,16.3,Lesser Antilles,tropics
101587,17.63050349,-63.23801317,Spring Bay,GrN-18735,620,25,charcoal/charred material,Hofman 1993:25,16.3,Lesser Antilles,tropics
101588,17.63050349,-63.23801317,Spring Bay,OxA-2950,535,65,human bone/teeth,Hofman 1993:25,16.3,Lesser Antilles,tropics
101613,17.48919612,-62.97411294,Godet 1,GrN-11518,680,70,shell,Van Klinken 1991,16.3,Lesser Antilles,marine20
101614,17.48919612,-62.97411294,Godet 2,Ua-1481,585,80,human bone/teeth,Van Klinken 1991,16.3,Lesser Antilles,tropics
101616,17.48919612,-62.97411294,Golden Rock,Ua-1488,1735,220,human bone/teeth,Versteeg and Schinkel 1992:204,16.3,Lesser Antilles,tropics
101617,17.48919612,-62.97411294,Golden Rock,GrN-11514,1350,60,charcoal/charred material,Versteeg and Schinkel 1992:204 ,16.3,Lesser Antilles,tropics
101618,17.48919612,-62.97411294,Golden Rock,GrN-11512,1755,20,charcoal/charred material,Versteeg and Schinkel 1992:204,16.3,Lesser Antilles,tropics
101619,17.48919612,-62.97411294,Golden Rock,GrN-11513,1635,20,charcoal/charred material,Versteeg and Schinkel 1992:204 ,16.3,Lesser Antilles,tropics
101620,17.48919612,-62.97411294,Golden Rock,GrN-11515,1205,30,charcoal/charred material,Versteeg and Schinkel 1992:204,16.3,Lesser Antilles,tropics
101621,17.48919612,-62.97411294,Golden Rock,GrN-17075,1260,30,charcoal/charred material,Versteeg and Schinkel 1992:204,16.3,Lesser Antilles,tropics
101622,17.48919612,-62.97411294,Golden Rock,GrN-17074,1325,30,charcoal/charred material,Versteeg and Schinkel 1992:204,16.3,Lesser Antilles,tropics
101623,17.48919612,-62.97411294,Golden Rock,GrN-11516,1340,20,charcoal/charred material,Versteeg and Schinkel 1992:204;,16.3,Lesser Antilles,tropics
101624,17.48919612,-62.97411294,Golden Rock,GrN-11517,1210,20,charcoal/charred material,Versteeg and Schinkel 1992:204,16.3,Lesser Antilles,tropics
101625,17.48919612,-62.97411294,Golden Rock,GrN-11510,1545,35,charcoal/charred material,Versteeg and Schinkel 1992:204;,16.3,Lesser Antilles,tropics
101626,17.48919612,-62.97411294,Golden Rock,GrN-11509,1415,30,charcoal/charred material,Versteeg and Schinkel 1992:204;,16.3,Lesser Antilles,tropics
101627,17.48919612,-62.97411294,Smoke Alley,GrN-17072,1720,30,charcoal/charred material,Versteeg et al. 1993,16.3,Lesser Antilles,tropics
101628,17.48919612,-62.97411294,Smoke Alley,GrN-17070,1105,30,human bone/teeth,Versteeg et al. 1993,16.3,Lesser Antilles,tropics
101629,17.48919612,-62.97411294,Smoke Alley,GrN-18448,160,70,unknown,Versteeg et al. 1993,16.3,Lesser Antilles,tropics
101648,13.90267055,-60.97031653,Grande Anse,Y-1115,1460,80,charcoal/charred material,Rouse 1989:397; Haviser 1997:60,16.3,Lesser Antilles,tropics
101649,13.90267055,-60.97031653,Lavoutte,GrN-46604,645,35,charcoal/charred material,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101650,13.90267055,-60.97031653,Lavoutte,GrN-31944,750,30,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101651,13.90267055,-60.97031653,Lavoutte,GrN-32314,740,30,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101652,13.90267055,-60.97031653,Lavoutte,GrN-32315,720,35,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101653,13.90267055,-60.97031653,Lavoutte,GrN-32317,725,35,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101654,13.90267055,-60.97031653,Lavoutte,GrN-32319,770,35,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101655,13.90267055,-60.97031653,Lavoutte,GrN-46607,1000,40,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101656,13.90267055,-60.97031653,Lavoutte,GrN-32324,920,25,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101657,13.90267055,-60.97031653,Lavoutte,GrN-32325,790,35,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101658,13.90267055,-60.97031653,Lavoutte,GrN-32326,865,35,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101659,13.90267055,-60.97031653,Lavoutte,GrN-32327,745,30,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101660,13.90267055,-60.97031653,Lavoutte,GrN-32328,820,35,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101661,13.90267055,-60.97031653,Lavoutte,GrN-32329,620,40,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101662,13.90267055,-60.97031653,Lavoutte,GrN-32330,960,35,human bone/teeth,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101668,13.90267055,-60.97031653,Lavoutte,GrN-46606,240,35,wood,Hofman et al. 2012,16.3,Lesser Antilles,tropics
101669,13.90267055,-60.97031653,Troumassee,Y-650,1220,100,charcoal/charred material,Bullen and Bullen 1972:153-161;,16.3,Lesser Antilles,tropics
101670,18.07762062,-63.05507063,Anse des Peres,GrN-20160,1180,30,faunal material,Hinocq 1995a:322,16.3,Lesser Antilles,tropics
101671,18.07762062,-63.05507063,Anse des Peres,GrN-20162,1170,30,faunal material,Hinocq 1995a:322,16.3,Lesser Antilles,tropics
101672,18.07762062,-63.05507063,Anse des Peres,GrN-20161,1225,30,faunal material,Hinocq 1995a:322,16.3,Lesser Antilles,tropics
101673,18.07762062,-63.05507063,Baie Longue 2,Beta-187937,3140,40,charcoal/charred material,Bonnissent 2008; Watters et al. 1992,16.3,Lesser Antilles,tropics
101675,18.07762062,-63.05507063,Baie Nettle,Beta-261095,4150,40,unknown,Serrand 2009,16.3,Lesser Antilles,tropics
101676,18.07762062,-63.05507063,Baie Orientale 1,Beta-146424,2020,40,charcoal/charred material,Bonnissent et al.2001,16.3,Lesser Antilles,tropics
101677,18.07762062,-63.05507063,Baie Orientale 1,Beta-146425,2270,40,charcoal/charred material,Bonnissent 2008,16.3,Lesser Antilles,tropics
101678,18.07762062,-63.05507063,Baie Orientale 1,Beta-145372,2420,40,charcoal/charred material,Bonnissent et al.2001,16.3,Lesser Antilles,tropics
101680,18.07762062,-63.05507063,Baie Orientale 2,GrN-20177,1280,50,faunal material,Hinocq and Petit 1998,16.3,Lesser Antilles,tropics
101681,18.07762062,-63.05507063,Baie Orientale 2,Ly-1455-(OxA),1180,30,unknown,Bonnissent 2008,16.3,Lesser Antilles,tropics
101683,18.07762062,-63.05507063,Baie aux Prunes,Ly-2019(OxA),895,30,human bone/teeth,Bonnissent and Stouvenot 2005,16.3,Lesser Antilles,tropics
101684,18.07762062,-63.05507063,Baie aux Prunes,Ly-2020(OxA),705,25,unknown,Bonnissent and Stouvenot 2005,16.3,Lesser Antilles,tropics
101685,18.07762062,-63.05507063,Baie aux Prunes,Ly-2021(OxA),1035,25,unknown,Bonnissent and Stouvenot 2005,16.3,Lesser Antilles,tropics
101686,18.07762062,-63.05507063,Baie aux Prunes,Ly-11437,890,30,wood,Bonnissent and Stouvenot 2005,16.3,Lesser Antilles,tropics
101687,18.07762062,-63.05507063,Baie-au-Prunes,Ly-9163,1230,30,wood,Stouvenot et al. 2013:480,16.3,Lesser Antilles,tropics
101688,18.07762062,-63.05507063,Etang Rouge 1,KIA-28127,3429,35,charcoal/charred material,Bonnissent 2008,16.3,Lesser Antilles,tropics
101704,18.07762062,-63.05507063,Grand Case,Beta-416998,950,30,human bone/teeth,Sellier-Segard and Samuelian 2017,16.3,Lesser Antilles,tropics
101705,18.07762062,-63.05507063,Hope Estate,PITT-0445,1490,35,charcoal/charred material,Bonnissent 1998:341,16.3,Lesser Antilles,tropics
101706,18.07762062,-63.05507063,Hope Estate,Beta-82153,1590,70,charcoal/charred material,Bonnissent 1998:341; Hinocq and Petit 1998,16.3,Lesser Antilles,tropics
101707,18.07762062,-63.05507063,Hope Estate,Beta-82154,1710,60,charcoal/charred material,Bonnissent 1998:341; Hinocq and Petit 1998,16.3,Lesser Antilles,tropics
101708,18.07762062,-63.05507063,Hope Estate,Beta-82155,1540,50,charcoal/charred material,Bonnissent 1998:341; Hinocq and Petit 1998,16.3,Lesser Antilles,tropics
101709,18.07762062,-63.05507063,Pinel Ouest,Beta-187940,1560,40,charcoal/charred material,Bonnissent 2008,16.3,Lesser Antilles,tropics
101713,18.07762062,-63.05507063,Pointe du Canonnier,Beta-187939,1290,40,unknown,Bonnissent 2008,16.3,Lesser Antilles,tropics
101718,18.07762062,-63.05507063,Trou David 1,Erl-9074,3515,45,charcoal/charred material,Bonnissent 2008,16.3,Lesser Antilles,tropics
101720,18.07762062,-63.05507063,Trou David 2,Erl-8235,2070,50,human bone/teeth,Bonnissent 2008,16.3,Lesser Antilles,tropics
101722,18.07762062,-63.05507063,Hope Estate,Beta-82156,1870,60,charcoal/charred material ,Bonnissent 1998:341; Hinocq and Petit 1998 ,16.3,Lesser Antilles,tropics
101723,18.07762062,-63.05507063,Hope Estate,LGQ-1099,1760,160,charcoal/charred material ,Bonnissent 1998 ,16.3,Lesser Antilles,tropics
101724,18.07762062,-63.05507063,Hope Estate,Beta-82157,1800,60,charcoal/charred material ,Bonnissent 1998:341; Hinocq and Petit 1998 ,16.3,Lesser Antilles,tropics
101725,18.07762062,-63.05507063,Hope Estate,Beta-82158,1800,50,charcoal/charred material ,Bonnissent 1998:341; Hinocq and Petit 1998 ,16.3,Lesser Antilles,tropics
101726,18.07762062,-63.05507063,Hope Estate,Beta-82160,1760,50,charcoal/charred material ,Bonnissent 1998:341; Hinocq and Petit 1998 ,16.3,Lesser Antilles,tropics
101727,18.07762062,-63.05507063,Hope Estate,Beta-82159,1910,50,charcoal/charred material ,Bonnissent 1998:341; Hinocq and Petit 1998 ,16.3,Lesser Antilles,tropics
101728,18.07762062,-63.05507063,Hope Estate,Beta-82165,1000,50,charcoal/charred material ,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101729,18.07762062,-63.05507063,Hope Estate,Beta-106228,1770,50,charcoal/charred material ,Bonnissent et al. 2002,16.3,Lesser Antilles,tropics
101730,18.07762062,-63.05507063,Hope Estate,Beta-106229,1670,50,charcoal/charred material ,Bonnissent et al. 2002 ,16.3,Lesser Antilles,tropics
101731,18.07762062,-63.05507063,Hope Estate,Beta-106230,1960,60,charcoal/charred material ,Bonnissent et al. 2002 ,16.3,Lesser Antilles,tropics
101732,18.07762062,-63.05507063,Hope Estate,Beta-106231,1560,60,charcoal/charred material ,Bonnissent et al. 2002 ,16.3,Lesser Antilles,tropics
101733,18.07762062,-63.05507063,Hope Estate,Beta-106232,1650,70,charcoal/charred material ,Bonnissent et al. 2002 ,16.3,Lesser Antilles,tropics
101734,18.07762062,-63.05507063,Hope Estate,Beta-106233,1710,70,charcoal/charred material ,Bonnissent et al. 2002 ,16.3,Lesser Antilles,tropics
101735,18.07762062,-63.05507063,Hope Estate,PITT-0446,2250,45,charcoal/charred material ,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101736,18.07762062,-63.05507063,Hope Estate,PITT-0452,1660,55,charcoal/charred material ,Haviser 1991; Hoogland 1999 ,16.3,Lesser Antilles,tropics
101737,18.07762062,-63.05507063,Hope Estate,PITT-0448,2050,45,charcoal/charred material ,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101738,18.07762062,-63.05507063,Hope Estate,PITT-0449,2300,55,charcoal/charred material ,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101739,18.07762062,-63.05507063,Baie-au-Prunes,Ly-11435-Peripherial,890,30,wood,Stouvenot et al. 2013:480 ,16.3,Lesser Antilles,tropics
101749,18.07762062,-63.05507063,Etang Rouge 1,Beta-190805-,3490,40,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101750,18.07762062,-63.05507063,Etang Rouge 1,KIA-28122,1494,26,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101751,18.07762062,-63.05507063,Etang Rouge 1,KIA-28117,3095,23,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101752,18.07762062,-63.05507063,Etang Rouge 1,KIA-28118,2951,52,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101753,18.07762062,-63.05507063,Etang Rouge 1,KIA-28119,3655,25,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101754,18.07762062,-63.05507063,Etang Rouge 1,KIA-28120,3366,27,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101755,18.07762062,-63.05507063,Etang Rouge 1,KIA-28121,3828,27,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101756,18.07762062,-63.05507063,Etang Rouge 1,KIA-28123,3684,27,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101757,18.07762062,-63.05507063,Etang Rouge 1,KIA-28124,3598,29,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101758,18.07762062,-63.05507063,Etang Rouge 1,KIA-28125,3235,26,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101759,18.07762062,-63.05507063,Etang Rouge 1,KIA-28126,3447,26,charcoal/charred material,Bonnissent 2008 ,16.3,Lesser Antilles,tropics
101773,18.07762062,-63.05507063,Norman Estate 2,Beta-224792,2610,40,charcoal/charred material,Bonnissent 2008,16.3,Lesser Antilles,tropics
101780,18.07762062,-63.05507063,Hope Estate,PITT-0450,2510,40,charcoal/charred material,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101781,18.07762062,-63.05507063,Hope Estate,PITT-0219,2275,60,charcoal/charred material,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101782,18.07762062,-63.05507063,Hope Estate,PITT-0220,2250,45,charcoal/charred material,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101783,18.07762062,-63.05507063,Hope Estate,GrN-20168-,1530,30,faunal material,Bonnissent 1998; Haviser 1997:62 ,16.3,Lesser Antilles,tropics
101784,18.07762062,-63.05507063,Hope Estate,GrN-20170,1535,30,faunal material,"Hoogland 1999, Bonnissent 1998:341 ",16.3,Lesser Antilles,tropics
101785,18.07762062,-63.05507063,Hope Estate,GrN-20169,1520,35,faunal material,Bonnissent 1998:341 ,16.3,Lesser Antilles,tropics
101791,18.07762062,-63.05507063,Hope Estate,AA-30805,1610,45,unknown,Serrand 1999 ,16.3,Lesser Antilles,tropics
101792,18.07762062,-63.05507063,Hope Estate,LGQ-1098,1610,150,charcoal/charred material,Bonnissent 1998 ,16.3,Lesser Antilles,tropics
101871,13.25650087,-61.19397493,Arnos Vale,RL-75,1540,110,charcoal/charred material,Haviser 1997:60,16.3,Lesser Antilles,tropics
101872,13.25650087,-61.19397493,Battowia,X-2345-50,775,50,wood,Ostapkowicz et al. 2011,16.3,Lesser Antilles,tropics
101875,13.25650087,-61.19397493,Brighton Beach,GrA-52187,1855,30,charcoal/charred material,Boomert et al. 2017,16.3,Lesser Antilles,tropics
101876,13.25650087,-61.19397493,Buccament West,RL-73,1670,160,charcoal/charred material,Bullen and Bullen 1972:79,16.3,Lesser Antilles,tropics
101877,13.25650087,-61.19397493,Fitz-Hughs,RL-74,930,110,charcoal/charred material,Bullen and Bullen 1972:53,16.3,Lesser Antilles,tropics
300111,7.852287,-65.78734,Camoruco,SI-1369,850,130,charcoal,"Cruxent cited in Roosvelt 1997, pp.200 (table 8)",20.1,Orinoco Llanos,tropics
300112,7.852287,-65.78734,Camoruco,I-8543,750,80,charcoal,"Rouse cited in Roosvelt 1997, pp.200 (table 8)",20.1,Orinoco Llanos,tropics
300116,7.852287,-65.78734,Camoruco,SI-1368,545,60,charcoal,"Cruxent cited in Roosvelt 1997, pp.200 (table 8)",20.1,Orinoco Llanos,tropics
300117,7.852287,-65.78734,Camoruco,SI-1370,490,45,charcoal,"Cruxent cited in Roosvelt 1997, pp.200 (table 8)",20.1,Orinoco Llanos,tropics
300151,5.015561,-72.334606,CC2,Beta-111424,1430,40,charcoal,"Alarcon & Segura, 1998:100-120 cited in Gasson 2002, pp. 248",20.1,Orinoco Llanos,tropics
300152,5.015561,-72.334606,CC2,Beta-111424b,1020,40,charcoal,"Alarcon & Segura, 1998:100-120 cited in Gasson 2002, pp. 248",20.1,Orinoco Llanos,tropics
300165,7.8453675,-65.8306402,Corozal,OxA-2528,1450,80,charcoal,"Roosvelt 1997, pp.202 (table 8)",20.1,Orinoco Llanos,tropics
300166,7.8453675,-65.8306402,Corozal,OxA-2529,1380,80,charcoal,"Roosvelt 1997, pp.202 (table 8)",20.1,Orinoco Llanos,tropics
300167,7.8453675,-65.8306402,Corozal,OxA-2527,1370,80,charcoal,"Roosvelt 1997, pp.202 (table 8)",20.1,Orinoco Llanos,tropics
